id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
4641,2025-07-27,2025,apertura,3,Toluca,Tigres UANL,3.0,4.0,FINISHED,7.0,-1.0,VISITANTE,transfermarkt,Marco Ortiz Nava,Estadio Nemesio Díez Riega,,27273.0,,,Antonio Mohamed,Guido Pizarro,4-2-3-1,4-4-1-1,3,True,1
4642,2025-08-09,2025,apertura,4,Tigres UANL,Puebla FC,7.0,0.0,FINISHED,7.0,7.0,LOCAL,transfermarkt,Yonatan Peinado Aguirre,Estadio Universitario,,40023.0,,,Guido Pizarro,Pablo Guede,4-4-2,3-4-2-1,4,True,1
4643,2025-08-10,2025,apertura,4,América,Querétaro,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Adonai Escobedo González,Estadio Azteca,,23701.0,,,André Jardine,Benjamín Mora,4-4-2,5-4-1,4,True,1
4644,2025-08-10,2025,apertura,4,Atlas,Pachuca,0.0,3.0,FINISHED,3.0,-3.0,VISITANTE,transfermarkt,Daniel Quintero,Estadio Jalisco,,16773.0,,,Gonzalo Pineda,Jaime Lozano,5-4-1,4-4-1-1,4,True,1
4645,2025-08-10,2025,apertura,4,Mazatlán FC,Club Tijuana,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Maximiliano Quintero Hernández,Estadio de Mazatlán,,9747.0,,,Robert Siboldi,Sebastián Abreu,4-1-4-1,4-5-1,4,True,1
4646,2025-08-11,2025,apertura,4,Santos Laguna,Chivas,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Ismael López Peñuelas,Estadio Territorio Santos Modelo Corona,,16155.0,,,Francisco Rodríguez,Gabriel Milito,4-3-1-2,3-4-2-1,4,True,1
4647,2025-08-11,2025,apertura,4,UNAM Pumas,Necaxa,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Guillermo Pacheco,Estadio Olímpico Universitario,,34108.0,,,Efraín Juárez,Fernando Gago,4-2-3-1,4-3-1-2,4,True,1
4648,2025-08-12,2025,apertura,4,Atlético San Luis,Cruz Azul,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,transfermarkt,Vicente Reynoso,Estadio Alfonso Lastras Ramírez,,19335.0,,,Guillermo Abascal,Nicolás Larcamón,5-3-2,3-4-2-1,4,True,1
4649,2025-08-12,2025,apertura,4,FC Juárez,Toluca,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,transfermarkt,Katia Itzel García,Estadio Olímpico Benito Juárez,,7793.0,,,Martín Varini,Antonio Mohamed,3-4-2-1,4-4-2 Diamond,4,True,1
4650,2025-08-12,2025,apertura,4,León,Monterrey,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE,transfermarkt,Luis Santander Aguirre,Nou Camp,,23057.0,,,Eduardo Berizzo,Domènec Torrent,4-2-3-1,4-2-3-1,4,True,1
4651,2025-08-16,2025,apertura,5,Necaxa,León,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,transfermarkt,Óscar Mejía García,Estadio Victoria,,19588.0,,,Fernando Gago,Eduardo Berizzo,3-4-2-1,4-2-3-1,5,True,1
4652,2025-08-16,2025,apertura,5,Puebla FC,Atlético San Luis,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,transfermarkt,Luis García Rodríguez,Estadio Cuauhtémoc,,10978.0,,,Pablo Guede,Guillermo Abascal,3-4-2-1,4-2-3-1,5,True,1
4653,2025-08-17,2025,apertura,5,Chivas,FC Juárez,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,transfermarkt,Marco Ortiz Nava,Estadio Akron,,33176.0,,,Gabriel Milito,Martín Varini,3-4-2-1,3-4-2-1,5,True,1
4654,2025-08-17,2025,apertura,5,Cruz Azul,Santos Laguna,3.0,2.0,FINISHED,5.0,1.0,LOCAL,transfermarkt,Fernando Hernández Gómez,Estadio Olímpico Universitario,,14101.0,,,Nicolás Larcamón,Francisco Rodríguez,3-4-2-1,4-3-3 Defending,5,True,1
4655,2025-08-17,2025,apertura,5,Pachuca,Club Tijuana,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,transfermarkt,Salvador Pérez Villalobos,Estadio Hidalgo,,11798.0,,,Jaime Lozano,Sebastián Abreu,4-1-4-1,4-4-2,5,True,1
4656,2025-08-17,2025,apertura,5,Tigres UANL,América,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE,transfermarkt,César Ramos Palazuelos,Estadio Universitario,,41615.0,,,Guido Pizarro,André Jardine,4-4-2,3-4-3,5,True,1
4657,2025-08-17,2025,apertura,5,Toluca,UNAM Pumas,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Víctor Cáceres Hernández,Estadio Nemesio Díez Riega,,27273.0,,,Antonio Mohamed,Efraín Juárez,4-2-3-1,4-2-3-1,5,True,1
4658,2025-08-18,2025,apertura,5,Monterrey,Mazatlán FC,3.0,2.0,FINISHED,5.0,1.0,LOCAL,transfermarkt,Martín Molina Astorga,Estadio BBVA,,45894.0,,,Domènec Torrent,Robert Siboldi,4-2-3-1,4-2-3-1,5,True,1
4659,2025-08-18,2025,apertura,5,Querétaro,Atlas,3.0,3.0,FINISHED,6.0,0.0,EMPATE,transfermarkt,Abraham Quirarte,Estadio La Corregidora,,9261.0,,,Benjamín Mora,Diego Cocca,3-4-3 Diamond,3-4-3,5,True,1
4660,2025-08-23,2025,apertura,6,Club Tijuana,Chivas,3.0,3.0,FINISHED,6.0,0.0,EMPATE,transfermarkt,Katia Itzel García,Estadio Caliente,,28553.0,,,Sebastián Abreu,Gabriel Milito,4-3-3 Attacking,3-4-1-2,6,True,1
4661,2025-08-23,2025,apertura,6,FC Juárez,Santos Laguna,2.0,1.0,FINISHED,3.0,1.0,LOCAL,transfermarkt,Jorge Camacho Peregrina,Estadio Olímpico Benito Juárez,,7518.0,,,Martín Varini,Francisco Rodríguez,4-1-3-2,4-1-4-1,6,True,1
4662,2025-08-23,2025,apertura,6,Querétaro,Atlético San Luis,3.0,2.0,FINISHED,5.0,1.0,LOCAL,transfermarkt,Óscar Mejía García,Estadio La Corregidora,,8159.0,,,Benjamín Mora,Guillermo Abascal,4-2-3-1,4-3-1-2,6,True,1
4663,2025-08-24,2025,apertura,6,Cruz Azul,Toluca,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,César Ramos Palazuelos,Estadio Olímpico Universitario,,22867.0,,,Nicolás Larcamón,Antonio Mohamed,3-4-2-1,3-4-3,6,True,1
4664,2025-08-24,2025,apertura,6,León,Pachuca,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Jesús López Valle,Nou Camp,,20655.0,,,Eduardo Berizzo,Jaime Lozano,4-2-3-1,4-2-3-1,6,True,1
4665,2025-08-24,2025,apertura,6,Mazatlán FC,Tigres UANL,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Joaquín Vizcarra,Estadio de Mazatlán,,13656.0,,,Robert Siboldi,Guido Pizarro,4-2-3-1,4-4-2 double 6,6,True,1
4666,2025-08-24,2025,apertura,6,Monterrey,Necaxa,3.0,0.0,FINISHED,3.0,3.0,LOCAL,transfermarkt,Yonatan Peinado Aguirre,Estadio BBVA,,45032.0,,,Domènec Torrent,Fernando Gago,4-2-3-1,4-1-4-1,6,True,1
4667,2025-08-24,2025,apertura,6,UNAM Pumas,Puebla FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE,transfermarkt,Iván López Sánchez,Estadio Olímpico Universitario,,18450.0,,,Efraín Juárez,Hernán Cristante,4-1-4-1,3-4-3,6,True,1
4668,2025-08-25,2025,apertura,6,Atlas,América,2.0,4.0,FINISHED,6.0,-2.0,VISITANTE,transfermarkt,Marco Ortiz Nava,Estadio Jalisco,,35588.0,,,Diego Cocca,André Jardine,5-4-1,4-1-4-1,6,True,1
4669,2025-08-30,2025,apertura,7,Atlético San Luis,Toluca,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE,transfermarkt,Jorge Camacho Peregrina,Estadio Alfonso Lastras Ramírez,,15150.0,,,Guillermo Abascal,Antonio Mohamed,4-2-3-1,4-2-3-1,7,True,1
4670,2025-08-30,2025,apertura,7,FC Juárez,Mazatlán FC,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Luis Santander Aguirre,Estadio Olímpico Benito Juárez,,6822.0,,,Martín Varini,Robert Siboldi,3-4-3 Diamond,5-4-1,7,True,1
4671,2025-08-30,2025,apertura,7,Puebla FC,Monterrey,2.0,4.0,FINISHED,6.0,-2.0,VISITANTE,transfermarkt,Jesús López Valle,Estadio Cuauhtémoc,,21945.0,,,Pablo Guede,Domènec Torrent,4-4-2,4-2-3-1,7,True,1
4672,2025-08-31,2025,apertura,7,América,Pachuca,2.0,0.0,FINISHED,2.0,2.0,LOCAL,transfermarkt,Ismael López Peñuelas,Estadio Azul,,,,,André Jardine,Jaime Lozano,4-1-4-1,4-2-3-1,7,True,1
4673,2025-08-31,2025,apertura,7,Chivas,Cruz Azul,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,transfermarkt,Víctor Cáceres Hernández,Estadio Akron,,40170.0,,,Gabriel Milito,Nicolás Larcamón,3-4-1-2,3-4-2-1,7,True,1
4674,2025-08-31,2025,apertura,7,León,Querétaro,3.0,0.0,FINISHED,3.0,3.0,LOCAL,transfermarkt,Yonatan Peinado Aguirre,Nou Camp,,21351.0,,,Eduardo Berizzo,Benjamín Mora,4-2-3-1,4-2-3-1,7,True,1
4675,2025-08-31,2025,apertura,7,Santos Laguna,Tigres UANL,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,transfermarkt,Marco Ortiz Nava,Estadio Territorio Santos Modelo Corona,,15457.0,,,Francisco Rodríguez,Guido Pizarro,4-2-3-1,4-2-3-1,7,True,1
4676,2025-09-01,2025,apertura,7,Club Tijuana,Necaxa,3.0,0.0,FINISHED,3.0,3.0,LOCAL,transfermarkt,César Ramos Palazuelos,Estadio Caliente,,17233.0,,,Sebastián Abreu,Fernando Gago,4-4-2 double 6,4-2-3-1,7,True,1
4677,2025-09-01,2025,apertura,7,UNAM Pumas,Atlas,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Martín Molina Astorga,Estadio Olímpico Universitario,,17196.0,,,Efraín Juárez,Diego Cocca,4-2-3-1,5-4-1,7,True,1
4678,2025-09-13,2025,apertura,8,Mazatlán FC,UNAM Pumas,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE,transfermarkt,Adonai Escobedo González,Estadio de Mazatlán,,10606.0,,,Robert Siboldi,Efraín Juárez,4-4-2,4-2-3-1,8,True,1
4679,2025-09-13,2025,apertura,8,Necaxa,FC Juárez,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Maximiliano Quintero Hernández,Estadio Victoria,,10987.0,,,Fernando Gago,Martín Varini,3-5-2,4-4-2 double 6,8,True,1
4680,2025-09-14,2025,apertura,8,América,Chivas,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,transfermarkt,Óscar Mejía García,Estadio Azul,,30247.0,,,André Jardine,Gabriel Milito,5-4-1,3-1-4-2,8,True,1
4681,2025-09-14,2025,apertura,8,Atlas,Santos Laguna,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Guillermo Pacheco,Estadio Jalisco,,13982.0,,,Diego Cocca,Francisco Rodríguez,5-4-1,4-3-3 Attacking,8,True,1
4682,2025-09-14,2025,apertura,8,Pachuca,Cruz Azul,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,transfermarkt,Joaquín Vizcarra,Estadio Hidalgo,,19479.0,,,Jaime Lozano,Nicolás Larcamón,4-2-3-1,3-4-2-1,8,True,1
4683,2025-09-14,2025,apertura,8,Querétaro,Monterrey,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,transfermarkt,Katia Itzel García,Estadio La Corregidora,,15673.0,,,Benjamín Mora,Domènec Torrent,4-4-2,4-2-3-1,8,True,1
4684,2025-09-14,2025,apertura,8,Tigres UANL,León,0.0,0.0,FINISHED,0.0,0.0,EMPATE,transfermarkt,Daniel Quintero,Estadio Universitario,,40186.0,,,Guido Pizarro,Eduardo Berizzo,4-4-2 Diamond,4-2-3-1,8,True,1
4685,2025-09-14,2025,apertura,8,Toluca,Puebla FC,3.0,1.0,FINISHED,4.0,2.0,LOCAL,transfermarkt,Karen Hernández Andrade,Estadio Nemesio Díez Riega,,26589.0,,,Antonio Mohamed,Hernán Cristante,4-2-3-1,5-4-1,8,True,1
4686,2025-09-15,2025,apertura,8,Atlético San Luis,Club Tijuana,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Mario Terrazas Chávez,Estadio Alfonso Lastras Ramírez,,13178.0,,,Guillermo Abascal,Sebastián Abreu,4-2-3-1,4-1-4-1,8,True,1
4687,2025-09-18,2025,apertura,1,Chivas,Tigres UANL,0.0,0.0,FINISHED,0.0,0.0,EMPATE,transfermarkt,César Ramos Palazuelos,Estadio Akron,,29257.0,,,Gabriel Milito,Guido Pizarro,3-1-4-2,4-2-3-1,1,True,1
4688,2025-09-20,2025,apertura,9,Club Tijuana,León,5.0,0.0,FINISHED,5.0,5.0,LOCAL,transfermarkt,Vicente Reynoso,Estadio Caliente,,18333.0,,,Sebastián Abreu,Eduardo Berizzo,4-1-4-1,4-2-3-1,9,True,1
4689,2025-09-20,2025,apertura,9,Cruz Azul,FC Juárez,3.0,2.0,FINISHED,5.0,1.0,LOCAL,transfermarkt,Ismael López Peñuelas,Estadio Olímpico Universitario,,15815.0,,,Nicolás Larcamón,Martín Varini,3-4-2-1,4-4-1-1,9,True,1
4690,2025-09-20,2025,apertura,9,Mazatlán FC,Atlas,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Luis García Rodríguez,Estadio de Mazatlán,,9962.0,,,Robert Siboldi,Diego Cocca,4-1-4-1,5-4-1,9,True,1
4691,2025-09-20,2025,apertura,9,Necaxa,Puebla FC,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Jorge Camacho Peregrina,Estadio Victoria,,11490.0,,,Fernando Gago,Hernán Cristante,4-4-1-1,4-4-2,9,True,1
4692,2025-09-21,2025,apertura,9,Chivas,Toluca,0.0,3.0,FINISHED,3.0,-3.0,VISITANTE,transfermarkt,Marco Ortiz Nava,Estadio Akron,,37371.0,,,Gabriel Milito,Antonio Mohamed,3-4-2-1,4-2-3-1,9,True,1
4693,2025-09-21,2025,apertura,9,Monterrey,América,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Víctor Cáceres Hernández,Estadio BBVA,,50910.0,,,Domènec Torrent,André Jardine,4-2-3-1,4-2-3-1,9,True,1
4694,2025-09-21,2025,apertura,9,Pachuca,Querétaro,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,transfermarkt,Fernando Hernández Gómez,Estadio Hidalgo,,6942.0,,,Jaime Lozano,Benjamín Mora,4-2-3-1,4-2-3-1,9,True,1
4695,2025-09-21,2025,apertura,9,UNAM Pumas,Tigres UANL,1.0,1.0,FINISHED,2.0,0.0,EMPATE,transfermarkt,Óscar Mejía García,Estadio Olímpico Universitario,,25935.0,,,Efraín Juárez,Guido Pizarro,4-2-3-1,4-2-3-1,9,True,1
4696,2025-09-22,2025,apertura,9,Santos Laguna,Atlético San Luis,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE,transfermarkt,Abraham Quirarte,Estadio Territorio Santos Modelo Corona,,9032.0,,,Francisco Rodríguez,Guillermo Abascal,4-3-3 Attacking,4-1-4-1,9,True,1
4697,2025-09-24,2025,apertura,10,Chivas,Necaxa,3.0,1.0,FINISHED,4.0,2.0,LOCAL,transfermarkt,Maximiliano Quintero Hernández,Estadio Akron,,25130.0,,,Gabriel Milito,Fernando Gago,3-1-4-2,4-2-3-1,10,True,1
4698,2025-09-24,2025,apertura,10,FC Juárez,UNAM Pumas,3.0,1.0,FINISHED,4.0,2.0,LOCAL,transfermarkt,Salvador Pérez Villalobos,Estadio Olímpico Benito Juárez,,10090.0,,,Martín Varini,Efraín Juárez,3-4-2-1,4-4-2,10,True,1
4699,2025-09-24,2025,apertura,10,León,Mazatlán FC,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Martín Molina Astorga,Nou Camp,,24335.0,,,Eduardo Berizzo,Robert Siboldi,4-2-3-1,4-4-1-1,10,True,1
4700,2025-09-24,2025,apertura,10,Puebla FC,Pachuca,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Yonatan Peinado Aguirre,Estadio Cuauhtémoc,,9939.0,,,Hernán Cristante,Jaime Lozano,4-4-2,4-2-3-1,10,True,1
4701,2025-09-25,2025,apertura,10,Atlético San Luis,América,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,transfermarkt,Fernando Hernández Gómez,Estadio Alfonso Lastras Ramírez,,22841.0,,,Guillermo Abascal,André Jardine,4-2-3-1,4-2-3-1,10,True,1
4702,2025-09-25,2025,apertura,10,Cruz Azul,Querétaro,2.0,2.0,FINISHED,4.0,0.0,EMPATE,transfermarkt,Karen Hernández Andrade,Estadio Olímpico Universitario,,16783.0,,,Nicolás Larcamón,Benjamín Mora,3-4-2-1,5-4-1,10,True,1
4703,2025-09-25,2025,apertura,10,Santos Laguna,Club Tijuana,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Iván López Sánchez,Estadio Territorio Santos Modelo Corona,,7154.0,,,Francisco Rodríguez,Sebastián Abreu,4-2-3-1,4-2-3-1,10,True,1
4704,2025-09-25,2025,apertura,10,Tigres UANL,Atlas,2.0,0.0,FINISHED,2.0,2.0,LOCAL,transfermarkt,Vicente Reynoso,Estadio Universitario,,36168.0,,,Guido Pizarro,Diego Cocca,4-2-3-1,3-3-3-1,10,True,1
4705,2025-09-25,2025,apertura,10,Toluca,Monterrey,6.0,2.0,FINISHED,8.0,4.0,LOCAL,transfermarkt,César Ramos Palazuelos,Estadio Nemesio Díez Riega,,25772.0,,,Antonio Mohamed,Domènec Torrent,4-4-2 double 6,4-2-3-1,10,True,1
4706,2025-09-27,2025,apertura,11,FC Juárez,León,2.0,0.0,FINISHED,2.0,2.0,LOCAL,transfermarkt,Mario Terrazas Chávez,Estadio Olímpico Benito Juárez,,7008.0,,,Martín Varini,Eduardo Berizzo,4-4-1-1,4-2-3-1,11,True,1
4707,2025-09-28,2025,apertura,11,América,UNAM Pumas,4.0,1.0,FINISHED,5.0,3.0,LOCAL,transfermarkt,César Ramos Palazuelos,Estadio Azul,,26387.0,,,André Jardine,Efraín Juárez,4-2-3-1,4-2-3-1,11,True,1
4708,2025-09-28,2025,apertura,11,Atlas,Necaxa,3.0,2.0,FINISHED,5.0,1.0,LOCAL,transfermarkt,Víctor Cáceres Hernández,Estadio Jalisco,,13567.0,,,Diego Cocca,Fernando Gago,5-4-1,3-4-1-2,11,True,1
4709,2025-09-28,2025,apertura,11,Monterrey,Santos Laguna,1.0,0.0,FINISHED,1.0,1.0,LOCAL,transfermarkt,Luis Santander Aguirre,Estadio BBVA,,46290.0,,,Domènec Torrent,Francisco Rodríguez,4-2-3-1,4-1-4-1,11,True,1
4710,2025-09-28,2025,apertura,11,Pachuca,Atlético San Luis,2.0,1.0,FINISHED,3.0,1.0,LOCAL,transfermarkt,Marco Ortiz Nava,Estadio Hidalgo,,10450.0,,,Jaime Lozano,Guillermo Abascal,4-2-3-1,4-2-3-1,11,True,1
4711,2025-09-28,2025,apertura,11,Puebla FC,Chivas,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,transfermarkt,Ismael López Peñuelas,Estadio Cuauhtémoc,,22177.0,,,Hernán Cristante,Gabriel Milito,4-4-2,4-4-2,11,True,1
4712,2025-09-28,2025,apertura,11,Toluca,Mazatlán FC,3.0,1.0,FINISHED,4.0,2.0,LOCAL,transfermarkt,Abraham Quirarte,Estadio Nemesio Díez Riega,,22273.0,,,Antonio Mohamed,Robert Siboldi,4-2-3-1,3-4-3 Diamond,11,True,1
4713,2025-09-29,2025,apertura,11,Club Tijuana,Cruz Azul,2.0,0.0,FINISHED,2.0,2.0,LOCAL,transfermarkt,Jorge Camacho Peregrina,Estadio Caliente,,29333.0,,,Sebastián Abreu,Nicolás Larcamón,4-4-2,3-5-2 flat,11,True,1
