id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result
3298,2024-07-26,2024,apertura,1,Venados FC,Tepatitlán,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3299,2024-07-26,2024,apertura,1,Leones Negros,Tapatío,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3300,2024-07-27,2024,apertura,1,Coyotes de Tlaxcala,Atlético La Paz,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
3301,2024-07-27,2024,apertura,1,Mineros de Zacatecas,Dorados de Sinaloa,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3302,2024-07-27,2024,apertura,1,Tampico Madero,Atlético Morelia,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3303,2024-08-01,2024,apertura,2,Atlético Morelia,Tapatío,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE
3304,2024-08-02,2024,apertura,2,Mineros de Zacatecas,Alebrijes de Oaxaca,3.0,0.0,FINISHED,3.0,3.0,LOCAL
3305,2024-08-02,2024,apertura,2,Tampico Madero,Venados FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE
3306,2024-08-02,2024,apertura,2,Atlético La Paz,Atlante,2.0,2.0,FINISHED,4.0,0.0,EMPATE
3307,2024-08-03,2024,apertura,2,Cancún FC,Tepatitlán,2.0,0.0,FINISHED,2.0,2.0,LOCAL
3308,2024-08-03,2024,apertura,2,Coyotes de Tlaxcala,Correcaminos UAT,3.0,2.0,FINISHED,5.0,1.0,LOCAL
3309,2024-08-03,2024,apertura,2,Dorados de Sinaloa,Leones Negros,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
3310,2024-08-08,2024,apertura,3,Correcaminos UAT,Atlético La Paz,5.0,1.0,FINISHED,6.0,4.0,LOCAL
3311,2024-08-09,2024,apertura,3,Venados FC,Club Celaya,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3312,2024-08-09,2024,apertura,3,Tapatío,Tampico Madero,2.0,0.0,FINISHED,2.0,2.0,LOCAL
3313,2024-08-10,2024,apertura,3,Alebrijes de Oaxaca,Cancún FC,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
3314,2024-08-10,2024,apertura,3,Tepatitlán,Coyotes de Tlaxcala,0.0,0.0,FINISHED,0.0,0.0,EMPATE
3315,2024-08-11,2024,apertura,3,Leones Negros,Mineros de Zacatecas,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3316,2024-08-11,2024,apertura,3,Atlante,Atlético Morelia,3.0,1.0,FINISHED,4.0,2.0,LOCAL
3317,2024-08-15,2024,apertura,4,Tampico Madero,Correcaminos UAT,0.0,0.0,FINISHED,0.0,0.0,EMPATE
3318,2024-08-16,2024,apertura,4,Atlante,Venados FC,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3319,2024-08-16,2024,apertura,4,Tapatío,Alebrijes de Oaxaca,6.0,0.0,FINISHED,6.0,6.0,LOCAL
3320,2024-08-17,2024,apertura,4,Atlético Morelia,Tepatitlán,2.0,1.0,FINISHED,3.0,1.0,LOCAL
3321,2024-08-17,2024,apertura,4,Cancún FC,Mineros de Zacatecas,0.0,0.0,FINISHED,0.0,0.0,EMPATE
3322,2024-08-17,2024,apertura,4,Coyotes de Tlaxcala,Leones Negros,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
3323,2024-08-18,2024,apertura,4,Club Celaya,Dorados de Sinaloa,3.0,1.0,FINISHED,4.0,2.0,LOCAL
3324,2024-08-22,2024,apertura,5,Correcaminos UAT,Club Celaya,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3325,2024-08-23,2024,apertura,5,Mineros de Zacatecas,Coyotes de Tlaxcala,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3326,2024-08-23,2024,apertura,5,Atlético La Paz,Venados FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3327,2024-08-24,2024,apertura,5,Cancún FC,Tampico Madero,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
3328,2024-08-24,2024,apertura,5,Dorados de Sinaloa,Tapatío,3.0,3.0,FINISHED,6.0,0.0,EMPATE
3329,2024-08-25,2024,apertura,5,Tepatitlán,Atlante,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3330,2024-08-25,2024,apertura,5,Alebrijes de Oaxaca,Atlético Morelia,1.0,1.0,FINISHED,2.0,0.0,EMPATE
3331,2024-08-30,2024,apertura,6,Tampico Madero,Mineros de Zacatecas,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3332,2024-08-30,2024,apertura,6,Atlante,Alebrijes de Oaxaca,6.0,0.0,FINISHED,6.0,6.0,LOCAL
3333,2024-08-30,2024,apertura,6,Leones Negros,Correcaminos UAT,3.0,1.0,FINISHED,4.0,2.0,LOCAL
3334,2024-08-31,2024,apertura,6,Atlético Morelia,Dorados de Sinaloa,1.0,1.0,FINISHED,2.0,0.0,EMPATE
