id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
3999,2023-06-30 00:00:00,2023,apertura,1,América,FC Juárez,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,fbref,Ismael Lopez,Estadio Azteca,D.F.,13391.0,0.9,0.7,,,4-2-3-1,,1,True,3
4000,2023-06-30 00:00:00,2023,apertura,1,Club Tijuana,UNAM Pumas,2.0,3.0,FINISHED,5.0,-1.0,VISITANTE,fbref,Daniel Quintero,Estadio Caliente,Tijuana,26158.0,1.2,2.7,,,4-2-3-1,,1,True,3
4001,2023-06-30 00:00:00,2023,apertura,1,Mazatlán FC,Pachuca,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Jesus Lopez,Estadio El Encanto,Mazatlán,8479.0,1.3,4.2,,,4-4-2,,1,True,3
4002,2023-07-01 00:00:00,2023,apertura,1,Atlas,Cruz Azul,2.0,0.0,FINISHED,2.0,2.0,LOCAL,fbref,Víctor Cáceres,Estadio Jalisco,Guadalajara,20169.0,3.1,0.6,,,4-3-3,,1,True,3
4003,2023-07-01 00:00:00,2023,apertura,1,Atlético San Luis,Monterrey,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Jorge Camacho,Estadio Alfonso Lastras Ramírez,San Luis Potosí,14494.0,3.3,1.8,,,4-2-3-1,,1,True,3
4004,2023-07-01 00:00:00,2023,apertura,1,Tigres UANL,Puebla FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Óscar Macias,Estadio Universitario,San Nicolás de los Garza,41615.0,2.4,0.6,,,4-2-3-1,,1,True,3
4005,2023-07-02 00:00:00,2023,apertura,1,Santos Laguna,Querétaro,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,fbref,Abraham Quirarte,Estadio Corona,Torreón,12433.0,0.8,0.5,,,4-2-3-1,,1,True,3
4006,2023-07-02 00:00:00,2023,apertura,1,Toluca,Necaxa,0.0,0.0,FINISHED,0.0,0.0,EMPATE,fbref,Iván López,Estadio Nemesio Díez,Toluca de Lerdo,23011.0,1.2,1.1,,,4-4-2,,1,True,3
4007,2023-07-03 00:00:00,2023,apertura,1,León,Chivas,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,fbref,Oscar Mejia,Estadio León,León de los Aldamas,24120.0,2.0,1.3,,,3-4-3,,1,True,3
4008,2023-07-07 00:00:00,2023,apertura,2,Necaxa,Club Tijuana,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Oscar Mejia,Estadio Victoria,Aguascalientes,13028.0,1.2,1.3,,,5-4-1,,2,True,3
