id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result
1,2010-07-17,2010,apertura,1,Pumas Morelos,Mérida FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2,2010-07-17,2010,apertura,1,Club Irapuato,Dorados de Sinaloa,1.0,0.0,FINISHED,1.0,1.0,LOCAL
3,2010-07-17,2010,apertura,1,Veracruz,Lobos BUAP,1.0,0.0,FINISHED,1.0,1.0,LOCAL
4,2010-07-17,2010,apertura,1,Indios Juárez,Guerreros Hermosillo,5.0,1.0,FINISHED,6.0,4.0,LOCAL
5,2010-07-18,2010,apertura,1,Correcaminos UAT,Albinegros Orizaba,0.0,0.0,FINISHED,0.0,0.0,EMPATE
6,2010-07-18,2010,apertura,1,Atlante,León,4.0,2.0,FINISHED,6.0,2.0,LOCAL
7,2010-07-18,2010,apertura,1,Cruz Azul Hidalgo,Alacranes de Durango,0.0,0.0,FINISHED,0.0,0.0,EMPATE
8,2010-07-18,2010,apertura,1,Club Tijuana,Leones Negros,1.0,0.0,FINISHED,1.0,1.0,LOCAL
9,2010-07-18,2010,apertura,1,Reboceros de la Piedad,Estudiantes de Altamira,1.0,1.0,FINISHED,2.0,0.0,EMPATE
10,2010-07-23,2010,apertura,2,Estudiantes de Altamira,Indios Juárez,2.0,2.0,FINISHED,4.0,0.0,EMPATE
11,2010-07-23,2010,apertura,2,León,Reboceros de la Piedad,1.0,1.0,FINISHED,2.0,0.0,EMPATE
12,2010-07-23,2010,apertura,2,Leones Negros,Veracruz,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE
13,2010-07-24,2010,apertura,2,Albinegros Orizaba,Cruz Azul Hidalgo,1.0,1.0,FINISHED,2.0,0.0,EMPATE
14,2010-07-24,2010,apertura,2,Alacranes de Durango,Pumas Morelos,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
15,2010-07-24,2010,apertura,2,Mérida FC,Club Irapuato,1.0,0.0,FINISHED,1.0,1.0,LOCAL
16,2010-07-24,2010,apertura,2,Dorados de Sinaloa,Atlante,2.0,1.0,FINISHED,3.0,1.0,LOCAL
17,2010-07-25,2010,apertura,2,Guerreros Hermosillo,Club Tijuana,0.0,0.0,FINISHED,0.0,0.0,EMPATE
18,2010-07-25,2010,apertura,2,Lobos BUAP,Correcaminos UAT,2.0,1.0,FINISHED,3.0,1.0,LOCAL
19,2010-07-30,2010,apertura,3,Leones Negros,Guerreros Hermosillo,2.0,2.0,FINISHED,4.0,0.0,EMPATE
20,2010-07-31,2010,apertura,3,Pumas Morelos,Albinegros Orizaba,1.0,0.0,FINISHED,1.0,1.0,LOCAL
21,2010-07-31,2010,apertura,3,Veracruz,Correcaminos UAT,0.0,0.0,FINISHED,0.0,0.0,EMPATE
22,2010-07-31,2010,apertura,3,Indios Juárez,León,1.0,0.0,FINISHED,1.0,1.0,LOCAL
23,2010-08-01,2010,apertura,3,Club Irapuato,Alacranes de Durango,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
24,2010-08-01,2010,apertura,3,Atlante,Mérida FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE
25,2010-08-01,2010,apertura,3,Cruz Azul Hidalgo,Lobos BUAP,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
26,2010-08-01,2010,apertura,3,Club Tijuana,Estudiantes de Altamira,1.0,0.0,FINISHED,1.0,1.0,LOCAL
27,2010-08-01,2010,apertura,3,Reboceros de la Piedad,Dorados de Sinaloa,2.0,1.0,FINISHED,3.0,1.0,LOCAL
28,2010-08-06,2010,apertura,4,Estudiantes de Altamira,Leones Negros,2.0,0.0,FINISHED,2.0,2.0,LOCAL
29,2010-08-07,2010,apertura,4,Albinegros Orizaba,Club Irapuato,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
30,2010-08-07,2010,apertura,4,Alacranes de Durango,Atlante,1.0,0.0,FINISHED,1.0,1.0,LOCAL
31,2010-08-07,2010,apertura,4,Mérida FC,Reboceros de la Piedad,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
32,2010-08-07,2010,apertura,4,Dorados de Sinaloa,Indios Juárez,2.0,0.0,FINISHED,2.0,2.0,LOCAL
33,2010-08-07,2010,apertura,4,León,Club Tijuana,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
34,2010-08-08,2010,apertura,4,Correcaminos UAT,Cruz Azul Hidalgo,0.0,0.0,FINISHED,0.0,0.0,EMPATE
35,2010-08-08,2010,apertura,4,Lobos BUAP,Pumas Morelos,1.0,1.0,FINISHED,2.0,0.0,EMPATE
36,2010-08-09,2010,apertura,4,Guerreros Hermosillo,Veracruz,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
37,2010-08-13,2010,apertura,5,Leones Negros,León,1.0,0.0,FINISHED,1.0,1.0,LOCAL
38,2010-08-14,2010,apertura,5,Pumas Morelos,Correcaminos UAT,1.0,0.0,FINISHED,1.0,1.0,LOCAL
39,2010-08-14,2010,apertura,5,Club Irapuato,Lobos BUAP,1.0,0.0,FINISHED,1.0,1.0,LOCAL
40,2010-08-14,2010,apertura,5,Veracruz,Cruz Azul Hidalgo,1.0,1.0,FINISHED,2.0,0.0,EMPATE
41,2010-08-14,2010,apertura,5,Indios Juárez,Mérida FC,3.0,2.0,FINISHED,5.0,1.0,LOCAL
42,2010-08-15,2010,apertura,5,Atlante,Albinegros Orizaba,1.0,5.0,FINISHED,6.0,-4.0,VISITANTE
43,2010-08-15,2010,apertura,5,Club Tijuana,Dorados de Sinaloa,0.0,0.0,FINISHED,0.0,0.0,EMPATE
44,2010-08-15,2010,apertura,5,Reboceros de la Piedad,Alacranes de Durango,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE
45,2010-08-15,2010,apertura,5,Guerreros Hermosillo,Estudiantes de Altamira,2.0,2.0,FINISHED,4.0,0.0,EMPATE
