id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result
515,2012-07-20,2012,apertura,1,Necaxa,Lobos BUAP,3.0,1.0,FINISHED,4.0,2.0,LOCAL
516,2012-07-20,2012,apertura,1,Estudiantes Tecos,Club Irapuato,0.0,0.0,FINISHED,0.0,0.0,EMPATE
517,2012-07-20,2012,apertura,1,Correcaminos UAT,Cruz Azul Hidalgo,3.0,0.0,FINISHED,3.0,3.0,LOCAL
518,2012-07-21,2012,apertura,1,Pumas Morelos,Leones Negros,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
519,2012-07-21,2012,apertura,1,Dorados de Sinaloa,Veracruz,2.0,1.0,FINISHED,3.0,1.0,LOCAL
520,2012-07-21,2012,apertura,1,Club Celaya,Reboceros de la Piedad,3.0,0.0,FINISHED,3.0,3.0,LOCAL
521,2012-07-22,2012,apertura,1,Neza FC,Estudiantes de Altamira,1.0,1.0,FINISHED,2.0,0.0,EMPATE
522,2012-07-27,2012,apertura,2,Lobos BUAP,Correcaminos UAT,1.0,0.0,FINISHED,1.0,1.0,LOCAL
523,2012-07-28,2012,apertura,2,Leones Negros,Mérida FC,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
524,2012-07-28,2012,apertura,2,Estudiantes de Altamira,Necaxa,2.0,0.0,FINISHED,2.0,2.0,LOCAL
525,2012-07-28,2012,apertura,2,Veracruz,Club Celaya,0.0,0.0,FINISHED,0.0,0.0,EMPATE
526,2012-07-28,2012,apertura,2,Club Irapuato,Pumas Morelos,2.0,2.0,FINISHED,4.0,0.0,EMPATE
527,2012-07-29,2012,apertura,2,Cruz Azul Hidalgo,Dorados de Sinaloa,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
528,2012-07-29,2012,apertura,2,Reboceros de la Piedad,Estudiantes Tecos,1.0,1.0,FINISHED,2.0,0.0,EMPATE
529,2012-08-03,2012,apertura,3,Estudiantes Tecos,Pumas Morelos,2.0,0.0,FINISHED,2.0,2.0,LOCAL
530,2012-08-03,2012,apertura,3,Correcaminos UAT,Estudiantes de Altamira,3.0,1.0,FINISHED,4.0,2.0,LOCAL
531,2012-08-04,2012,apertura,3,Mérida FC,Club Irapuato,1.0,1.0,FINISHED,2.0,0.0,EMPATE
532,2012-08-04,2012,apertura,3,Dorados de Sinaloa,Lobos BUAP,2.0,2.0,FINISHED,4.0,0.0,EMPATE
533,2012-08-05,2012,apertura,3,Club Celaya,Cruz Azul Hidalgo,2.0,2.0,FINISHED,4.0,0.0,EMPATE
534,2012-08-05,2012,apertura,3,Neza FC,Leones Negros,4.0,2.0,FINISHED,6.0,2.0,LOCAL
535,2012-08-05,2012,apertura,3,Reboceros de la Piedad,Veracruz,2.0,0.0,FINISHED,2.0,2.0,LOCAL
536,2012-08-10,2012,apertura,4,Lobos BUAP,Club Celaya,3.0,0.0,FINISHED,3.0,3.0,LOCAL
537,2012-08-10,2012,apertura,4,Leones Negros,Necaxa,1.0,1.0,FINISHED,2.0,0.0,EMPATE
538,2012-08-11,2012,apertura,4,Pumas Morelos,Mérida FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE
539,2012-08-11,2012,apertura,4,Estudiantes de Altamira,Dorados de Sinaloa,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
540,2012-08-11,2012,apertura,4,Veracruz,Estudiantes Tecos,2.0,1.0,FINISHED,3.0,1.0,LOCAL
541,2012-08-11,2012,apertura,4,Club Irapuato,Neza FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE
542,2012-08-12,2012,apertura,4,Cruz Azul Hidalgo,Reboceros de la Piedad,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE
543,2012-08-17,2012,apertura,5,Necaxa,Club Irapuato,6.0,4.0,FINISHED,10.0,2.0,LOCAL
544,2012-08-17,2012,apertura,5,Estudiantes Tecos,Mérida FC,2.0,0.0,FINISHED,2.0,2.0,LOCAL
545,2012-08-17,2012,apertura,5,Correcaminos UAT,Leones Negros,3.0,1.0,FINISHED,4.0,2.0,LOCAL
546,2012-08-18,2012,apertura,5,Veracruz,Cruz Azul Hidalgo,1.0,1.0,FINISHED,2.0,0.0,EMPATE
547,2012-08-18,2012,apertura,5,Club Celaya,Estudiantes de Altamira,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
548,2012-08-19,2012,apertura,5,Neza FC,Pumas Morelos,1.0,0.0,FINISHED,1.0,1.0,LOCAL
549,2012-08-19,2012,apertura,5,Reboceros de la Piedad,Lobos BUAP,1.0,0.0,FINISHED,1.0,1.0,LOCAL
550,2012-08-24,2012,apertura,6,Lobos BUAP,Veracruz,2.0,1.0,FINISHED,3.0,1.0,LOCAL
551,2012-08-24,2012,apertura,6,Estudiantes de Altamira,Reboceros de la Piedad,2.0,3.0,FINISHED,5.0,-1.0,VISITANTE
