id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
613,2012-07-20,2012,apertura,1,Club Tijuana,Puebla FC,2.0,0.0,FINISHED,2.0,2.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
614,2012-07-20,2012,apertura,1,Jaguares de Chiapas,Tigres UANL,0.0,4.0,FINISHED,4.0,-4.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
615,2012-07-21,2012,apertura,1,Atlas,UNAM Pumas,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
616,2012-07-21,2012,apertura,1,Cruz Azul,Monarcas Morelia,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
617,2012-07-21,2012,apertura,1,Monterrey,América,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
618,2012-07-21,2012,apertura,1,Querétaro,León,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
619,2012-07-21,2012,apertura,1,Santos Laguna,Club San Luis,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
620,2012-07-22,2012,apertura,1,Atlante,Pachuca,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
621,2012-07-22,2012,apertura,1,Toluca,Chivas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
622,2012-07-27,2012,apertura,2,León,Club Tijuana,4.0,0.0,FINISHED,4.0,4.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
623,2012-07-27,2012,apertura,2,Monarcas Morelia,Monterrey,1.0,0.0,FINISHED,1.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
624,2012-07-28,2012,apertura,2,América,Jaguares de Chiapas,4.0,2.0,FINISHED,6.0,2.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
625,2012-07-28,2012,apertura,2,Club San Luis,Cruz Azul,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
626,2012-07-28,2012,apertura,2,Pachuca,Atlas,0.0,3.0,FINISHED,3.0,-3.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
627,2012-07-28,2012,apertura,2,Tigres UANL,Atlante,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
628,2012-07-29,2012,apertura,2,Chivas,Santos Laguna,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
629,2012-07-29,2012,apertura,2,Puebla FC,Toluca,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
630,2012-07-29,2012,apertura,2,UNAM Pumas,Querétaro,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
631,2012-08-03,2012,apertura,3,Club Tijuana,UNAM Pumas,1.0,0.0,FINISHED,1.0,1.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
632,2012-08-03,2012,apertura,3,Monarcas Morelia,Club San Luis,3.0,3.0,FINISHED,6.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
633,2012-08-03,2012,apertura,3,Santos Laguna,Puebla FC,2.0,2.0,FINISHED,4.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
634,2012-08-04,2012,apertura,3,Atlas,Tigres UANL,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
635,2012-08-04,2012,apertura,3,Cruz Azul,Chivas,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
636,2012-08-04,2012,apertura,3,Monterrey,Jaguares de Chiapas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
637,2012-08-04,2012,apertura,3,Querétaro,Pachuca,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,3,True,1
638,2012-08-05,2012,apertura,3,Atlante,América,2.0,2.0,FINISHED,4.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
