id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result
1903,2018-07-20,2018,apertura,1,Potros UAEM,Cafetaleros de Tapachula,3.0,1.0,FINISHED,4.0,2.0,LOCAL
1904,2018-07-20,2018,apertura,1,Atlético San Luis,Mineros de Zacatecas,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1905,2018-07-20,2018,apertura,1,Correcaminos UAT,Zacatepec,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1906,2018-07-20,2018,apertura,1,Venados FC,TM Fútbol Club,1.0,0.0,FINISHED,1.0,1.0,LOCAL
1907,2018-07-20,2018,apertura,1,Cimarrones de Sonora,Atlante,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1908,2018-07-21,2018,apertura,1,Club Celaya,Dorados de Sinaloa,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1909,2018-07-21,2018,apertura,1,FC Juárez,Alebrijes de Oaxaca,1.0,0.0,FINISHED,1.0,1.0,LOCAL
1910,2018-07-27,2018,apertura,2,Mineros de Zacatecas,Club Celaya,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1911,2018-07-27,2018,apertura,2,Atlante,Correcaminos UAT,4.0,1.0,FINISHED,5.0,3.0,LOCAL
1912,2018-07-27,2018,apertura,2,TM Fútbol Club,Atlético San Luis,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1913,2018-07-28,2018,apertura,2,Zacatepec,Venados FC,3.0,2.0,FINISHED,5.0,1.0,LOCAL
1914,2018-07-28,2018,apertura,2,Alebrijes de Oaxaca,Potros UAEM,2.0,0.0,FINISHED,2.0,2.0,LOCAL
1915,2018-07-28,2018,apertura,2,Cafetaleros de Tapachula,Cimarrones de Sonora,2.0,2.0,FINISHED,4.0,0.0,EMPATE
1916,2018-07-29,2018,apertura,2,Leones Negros,FC Juárez,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1917,2018-08-03,2018,apertura,3,Potros UAEM,Leones Negros,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1918,2018-08-03,2018,apertura,3,Atlético San Luis,Venados FC,1.0,0.0,FINISHED,1.0,1.0,LOCAL
1919,2018-08-03,2018,apertura,3,Correcaminos UAT,Cafetaleros de Tapachula,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1920,2018-08-03,2018,apertura,3,Cimarrones de Sonora,Alebrijes de Oaxaca,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1921,2018-08-04,2018,apertura,3,Zacatepec,Atlante,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE
1922,2018-08-04,2018,apertura,3,Club Celaya,TM Fútbol Club,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
1923,2018-08-04,2018,apertura,3,FC Juárez,Dorados de Sinaloa,3.0,0.0,FINISHED,3.0,3.0,LOCAL
1924,2018-08-10,2018,apertura,4,Mineros de Zacatecas,FC Juárez,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1925,2018-08-10,2018,apertura,4,Atlético San Luis,Zacatepec,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1926,2018-08-10,2018,apertura,4,Venados FC,Club Celaya,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1927,2018-08-11,2018,apertura,4,Alebrijes de Oaxaca,Correcaminos UAT,3.0,2.0,FINISHED,5.0,1.0,LOCAL
1928,2018-08-11,2018,apertura,4,Cafetaleros de Tapachula,Atlante,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1929,2018-08-11,2018,apertura,4,Dorados de Sinaloa,Potros UAEM,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
1930,2018-08-12,2018,apertura,4,Leones Negros,Cimarrones de Sonora,2.0,3.0,FINISHED,5.0,-1.0,VISITANTE
1931,2018-08-17,2018,apertura,5,Potros UAEM,Mineros de Zacatecas,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
1932,2018-08-17,2018,apertura,5,Atlante,Alebrijes de Oaxaca,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1933,2018-08-17,2018,apertura,5,Correcaminos UAT,Leones Negros,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1934,2018-08-17,2018,apertura,5,Cimarrones de Sonora,Dorados de Sinaloa,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1935,2018-08-18,2018,apertura,5,Zacatepec,Cafetaleros de Tapachula,4.0,2.0,FINISHED,6.0,2.0,LOCAL
1936,2018-08-18,2018,apertura,5,Club Celaya,Atlético San Luis,0.0,4.0,FINISHED,4.0,-4.0,VISITANTE
1937,2018-08-18,2018,apertura,5,FC Juárez,TM Fútbol Club,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1938,2018-08-24,2018,apertura,6,Mineros de Zacatecas,Cimarrones de Sonora,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1939,2018-08-24,2018,apertura,6,Venados FC,FC Juárez,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE
1940,2018-08-25,2018,apertura,6,Club Celaya,Zacatepec,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1941,2018-08-25,2018,apertura,6,Alebrijes de Oaxaca,Cafetaleros de Tapachula,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1942,2018-08-25,2018,apertura,6,Dorados de Sinaloa,Correcaminos UAT,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1943,2018-08-26,2018,apertura,6,Leones Negros,Atlante,2.0,3.0,FINISHED,5.0,-1.0,VISITANTE
1944,2018-08-26,2018,apertura,6,TM Fútbol Club,Potros UAEM,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1945,2018-08-31,2018,apertura,7,Potros UAEM,Venados FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1946,2018-08-31,2018,apertura,7,Atlante,Dorados de Sinaloa,1.0,0.0,FINISHED,1.0,1.0,LOCAL
1947,2018-08-31,2018,apertura,7,Correcaminos UAT,Mineros de Zacatecas,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1948,2018-08-31,2018,apertura,7,Cimarrones de Sonora,TM Fútbol Club,2.0,1.0,FINISHED,3.0,1.0,LOCAL
1949,2018-09-01,2018,apertura,7,Zacatepec,Alebrijes de Oaxaca,0.0,0.0,FINISHED,0.0,0.0,EMPATE
1950,2018-09-01,2018,apertura,7,Cafetaleros de Tapachula,Leones Negros,0.0,3.0,FINISHED,3.0,-3.0,VISITANTE
1951,2018-09-01,2018,apertura,7,FC Juárez,Atlético San Luis,1.0,0.0,FINISHED,1.0,1.0,LOCAL
1952,2018-09-14,2018,apertura,8,TM Fútbol Club,Correcaminos UAT,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1953,2018-09-14,2018,apertura,8,Atlético San Luis,Potros UAEM,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1954,2018-09-14,2018,apertura,8,Leones Negros,Alebrijes de Oaxaca,1.0,1.0,FINISHED,2.0,0.0,EMPATE
1955,2018-09-14,2018,apertura,8,Venados FC,Cimarrones de Sonora,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
1956,2018-09-15,2018,apertura,8,Mineros de Zacatecas,Atlante,3.0,1.0,FINISHED,4.0,2.0,LOCAL
1957,2018-09-15,2018,apertura,8,Club Celaya,FC Juárez,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
1958,2018-09-17,2018,apertura,8,Dorados de Sinaloa,Cafetaleros de Tapachula,4.0,1.0,FINISHED,5.0,3.0,LOCAL
