id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
3079,2020-07-24,2020,apertura,1,Necaxa,Tigres UANL,0.0,3.0,FINISHED,3.0,-3.0,VISITANTE,fbref,Eduardo Basulto,,,,0.5,2.0,,,5-3-2,,1,True,2
3080,2020-07-25,2020,apertura,1,Chivas,León,0.0,0.0,FINISHED,0.0,0.0,EMPATE,fbref,Jorge Rojas,,,,0.6,1.1,,,4-4-2,,1,True,2
3081,2020-07-25,2020,apertura,1,Club Tijuana,Atlas,3.0,1.0,FINISHED,4.0,2.0,LOCAL,fbref,César Arturo Ramos,,,,1.6,1.0,,,4-2-3-1,,1,True,2
3082,2020-07-25,2020,apertura,1,Cruz Azul,Santos Laguna,2.0,0.0,FINISHED,2.0,2.0,LOCAL,fbref,Fernando Hernández,,,,2.3,0.3,,,4-3-3,,1,True,2
3083,2020-07-26,2020,apertura,1,UNAM Pumas,Querétaro,3.0,2.0,FINISHED,5.0,1.0,LOCAL,fbref,Oscar Mejia,,,,0.7,0.8,,,5-3-2,,1,True,2
3084,2020-07-27,2020,apertura,1,Atlético San Luis,FC Juárez,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Saul Silva,,,,0.5,1.4,,,4-4-2,,1,True,2
3085,2020-07-27,2020,apertura,1,Mazatlán FC,Puebla FC,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE,fbref,Edgar Rangel,,,,1.7,2.9,,,3-4-3,,1,True,2
3086,2020-07-27,2020,apertura,1,Pachuca,América,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,fbref,Mario Vargas,,,,1.5,1.7,,,4-3-3,,1,True,2
3087,2020-07-28,2020,apertura,1,Monterrey,Toluca,3.0,1.0,FINISHED,4.0,2.0,LOCAL,fbref,Alejandro Funk,,,,2.0,1.7,,,4-3-3,,1,True,2
3088,2020-07-31,2020,apertura,2,FC Juárez,Necaxa,1.0,0.0,FINISHED,1.0,1.0,LOCAL,fbref,Fernando Hernández,,,,1.3,0.7,,,4-2-3-1,,2,True,2
3089,2020-07-31,2020,apertura,2,Puebla FC,Cruz Azul,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Óscar Macias,,,,0.4,1.9,,,4-2-3-1,,2,True,2
3090,2020-08-01,2020,apertura,2,América,Club Tijuana,4.0,0.0,FINISHED,4.0,4.0,LOCAL,fbref,Adonai Escobedo,,,,1.7,0.4,,,4-4-2,,2,True,2
3091,2020-08-01,2020,apertura,2,Tigres UANL,Pachuca,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,César Arturo Ramos,,,,1.2,0.8,,,4-4-2,,2,True,2
3092,2020-08-02,2020,apertura,2,Querétaro,Mazatlán FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE,fbref,Erick Yair Miranda,,,,2.7,0.5,,,4-4-1-1,,2,True,2
3093,2020-08-02,2020,apertura,2,Santos Laguna,Chivas,2.0,0.0,FINISHED,2.0,2.0,LOCAL,fbref,Eduardo Basulto,,,,2.1,2.0,,,3-4-1-2,,2,True,2
3094,2020-08-02,2020,apertura,2,Toluca,Atlético San Luis,3.0,2.0,FINISHED,5.0,1.0,LOCAL,fbref,Diego Montaño,,,,2.6,3.2,,,5-3-2,,2,True,2
3095,2020-08-03,2020,apertura,2,Atlas,UNAM Pumas,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,fbref,Jorge Pérez,,,,1.0,2.6,,,4-2-3-1,,2,True,2
3096,2020-08-03,2020,apertura,2,León,Monterrey,1.0,0.0,FINISHED,1.0,1.0,LOCAL,fbref,Fernando Guerrero,,,,0.5,0.9,,,4-4-2,,2,True,2
