id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result
2782,2022-06-24,2022,apertura,1,Mineros de Zacatecas,Club Celaya,1.0,0.0,FINISHED,1.0,1.0,LOCAL
2783,2022-06-25,2022,apertura,1,Leones Negros,Alebrijes de Oaxaca,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2784,2022-06-26,2022,apertura,1,Tepatitlán,Dorados de Sinaloa,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2785,2022-06-26,2022,apertura,1,Venados FC,Correcaminos UAT,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE
2786,2022-06-26,2022,apertura,1,Pumas Tabasco,Cancún FC,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
2787,2022-06-29,2022,apertura,1,Tapatío,Alacranes de Durango,3.0,1.0,FINISHED,4.0,2.0,LOCAL
2788,2022-06-29,2022,apertura,1,Coyotes de Tlaxcala,Cimarrones de Sonora,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2789,2022-06-29,2022,apertura,1,CF Monterrey II,Atlético Morelia,1.0,0.0,FINISHED,1.0,1.0,LOCAL
2790,2022-06-30,2022,apertura,1,Atlante,Atlético La Paz,3.0,0.0,FINISHED,3.0,3.0,LOCAL
2791,2022-07-05,2022,apertura,2,Atlético Morelia,Coyotes de Tlaxcala,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2792,2022-07-05,2022,apertura,2,Cancún FC,CF Monterrey II,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE
2793,2022-07-05,2022,apertura,2,Dorados de Sinaloa,Cimarrones de Sonora,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
2794,2022-07-06,2022,apertura,2,Alacranes de Durango,Atlético La Paz,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2795,2022-07-06,2022,apertura,2,Mineros de Zacatecas,Tapatío,3.0,4.0,FINISHED,7.0,-1.0,VISITANTE
2796,2022-07-07,2022,apertura,2,Alebrijes de Oaxaca,Venados FC,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2797,2022-07-07,2022,apertura,2,Correcaminos UAT,Atlante,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
2798,2022-07-08,2022,apertura,2,Club Celaya,Pumas Tabasco,2.0,1.0,FINISHED,3.0,1.0,LOCAL
2799,2022-07-10,2022,apertura,2,Leones Negros,Tepatitlán,3.0,0.0,FINISHED,3.0,3.0,LOCAL
2800,2022-07-12,2022,apertura,3,Coyotes de Tlaxcala,Dorados de Sinaloa,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
2801,2022-07-12,2022,apertura,3,Correcaminos UAT,Alacranes de Durango,5.0,3.0,FINISHED,8.0,2.0,LOCAL
2802,2022-07-12,2022,apertura,3,Cimarrones de Sonora,Mineros de Zacatecas,3.0,0.0,FINISHED,3.0,3.0,LOCAL
2803,2022-07-13,2022,apertura,3,Tepatitlán,CF Monterrey II,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE
2804,2022-07-13,2022,apertura,3,Atlante,Cancún FC,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2805,2022-07-13,2022,apertura,3,Atlético La Paz,Leones Negros,2.0,2.0,FINISHED,4.0,0.0,EMPATE
2806,2022-07-14,2022,apertura,3,Tapatío,Atlético Morelia,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2807,2022-07-14,2022,apertura,3,Pumas Tabasco,Alebrijes de Oaxaca,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE
2808,2022-07-14,2022,apertura,3,Venados FC,Club Celaya,3.0,2.0,FINISHED,5.0,1.0,LOCAL
2809,2022-07-19,2022,apertura,4,Mineros de Zacatecas,Tepatitlán,1.0,1.0,FINISHED,2.0,0.0,EMPATE
2810,2022-07-19,2022,apertura,4,Cancún FC,Coyotes de Tlaxcala,1.0,0.0,FINISHED,1.0,1.0,LOCAL
2811,2022-07-19,2022,apertura,4,Dorados de Sinaloa,Atlético La Paz,1.0,0.0,FINISHED,1.0,1.0,LOCAL
2812,2022-07-20,2022,apertura,4,Alacranes de Durango,Venados FC,1.0,1.0,FINISHED,2.0,0.0,EMPATE
2813,2022-07-20,2022,apertura,4,Club Celaya,Tapatío,2.0,0.0,FINISHED,2.0,2.0,LOCAL
2814,2022-07-20,2022,apertura,4,CF Monterrey II,Atlante,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2815,2022-07-21,2022,apertura,4,Leones Negros,Correcaminos UAT,0.0,0.0,FINISHED,0.0,0.0,EMPATE
2816,2022-07-22,2022,apertura,4,Alebrijes de Oaxaca,Cimarrones de Sonora,1.0,1.0,FINISHED,2.0,0.0,EMPATE
2817,2022-07-24,2022,apertura,4,Atlético Morelia,Pumas Tabasco,1.0,1.0,FINISHED,2.0,0.0,EMPATE
