id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
307,2011-07-22,2011,apertura,1,Estudiantes Tecos,Toluca,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
308,2011-07-23,2011,apertura,1,Atlante,Chivas,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
309,2011-07-23,2011,apertura,1,Atlas,Puebla FC,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
310,2011-07-23,2011,apertura,1,Club Tijuana,Monarcas Morelia,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
311,2011-07-23,2011,apertura,1,Pachuca,Santos Laguna,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
312,2011-07-23,2011,apertura,1,Tigres UANL,Cruz Azul,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
313,2011-07-24,2011,apertura,1,América,Querétaro,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
314,2011-07-24,2011,apertura,1,Jaguares de Chiapas,Monterrey,1.0,4.0,FINISHED,5.0,-3.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
315,2011-07-24,2011,apertura,1,UNAM Pumas,Club San Luis,2.0,0.0,FINISHED,2.0,2.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
316,2011-07-30,2011,apertura,2,Club San Luis,Estudiantes Tecos,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
317,2011-07-30,2011,apertura,2,Cruz Azul,Atlas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
318,2011-07-30,2011,apertura,2,Monterrey,Club Tijuana,4.0,2.0,FINISHED,6.0,2.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
319,2011-07-30,2011,apertura,2,Querétaro,Tigres UANL,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,2,True,1
320,2011-07-30,2011,apertura,2,Santos Laguna,Atlante,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
321,2011-07-31,2011,apertura,2,Chivas,Jaguares de Chiapas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
322,2011-07-31,2011,apertura,2,Monarcas Morelia,UNAM Pumas,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
323,2011-07-31,2011,apertura,2,Puebla FC,Pachuca,2.0,2.0,FINISHED,4.0,0.0,EMPATE,openfootball,,,,,,,,,,,2,True,1
324,2011-07-31,2011,apertura,2,Toluca,América,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,2,True,1
325,2011-08-03,2011,apertura,3,América,Estudiantes Tecos,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,3,True,1
326,2011-08-03,2011,apertura,3,Atlante,Puebla FC,5.0,1.0,FINISHED,6.0,4.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
327,2011-08-03,2011,apertura,3,Atlas,Querétaro,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
328,2011-08-03,2011,apertura,3,Pachuca,Cruz Azul,1.0,0.0,FINISHED,1.0,1.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
