id,date,season,phase,matchday,home_team,away_team,home_score,away_score,status,total_goals,goal_difference,result,source,referee,venue,venue_city,attendance,home_xg,away_xg,home_manager,away_manager,home_system_of_play,away_system_of_play,source_matchday,sources_agree,n_sources
1225,2014-07-18,2014,apertura,1,Club Tijuana,Puebla FC,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
1226,2014-07-18,2014,apertura,1,Querétaro,UNAM Pumas,1.0,3.0,FINISHED,4.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
1227,2014-07-19,2014,apertura,1,Atlas,Tigres UANL,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
1228,2014-07-19,2014,apertura,1,Cruz Azul,Pachuca,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
1229,2014-07-19,2014,apertura,1,León,América,1.0,2.0,FINISHED,3.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
1230,2014-07-19,2014,apertura,1,Monterrey,Leones Negros,3.0,1.0,FINISHED,4.0,2.0,LOCAL,openfootball,,,,,,,,,,,1,True,1
1231,2014-07-19,2014,apertura,1,Veracruz,Santos Laguna,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,1,True,1
1232,2014-07-20,2014,apertura,1,Chivas,Jaguares de Chiapas,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
1233,2014-07-20,2014,apertura,1,Toluca,Monarcas Morelia,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,1,True,1
1234,2014-07-25,2014,apertura,2,Monarcas Morelia,Atlas,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
1235,2014-07-25,2014,apertura,2,Santos Laguna,Cruz Azul,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,2,True,1
1236,2014-07-26,2014,apertura,2,América,Club Tijuana,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
1237,2014-07-26,2014,apertura,2,Jaguares de Chiapas,Toluca,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
1238,2014-07-26,2014,apertura,2,Pachuca,Monterrey,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
1239,2014-07-26,2014,apertura,2,Puebla FC,Veracruz,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,2,True,1
1240,2014-07-26,2014,apertura,2,Tigres UANL,León,4.0,2.0,FINISHED,6.0,2.0,LOCAL,openfootball,,,,,,,,,,,2,True,1
1241,2014-07-27,2014,apertura,2,Leones Negros,Querétaro,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
1242,2014-07-27,2014,apertura,2,UNAM Pumas,Chivas,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,2,True,1
1243,2014-08-01,2014,apertura,3,Club Tijuana,Tigres UANL,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
1244,2014-08-01,2014,apertura,3,Querétaro,Pachuca,2.0,0.0,FINISHED,2.0,2.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
1245,2014-08-02,2014,apertura,3,Atlas,Jaguares de Chiapas,4.0,2.0,FINISHED,6.0,2.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
1246,2014-08-02,2014,apertura,3,Cruz Azul,Veracruz,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
1247,2014-08-02,2014,apertura,3,León,Monarcas Morelia,4.0,0.0,FINISHED,4.0,4.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
1248,2014-08-02,2014,apertura,3,Monterrey,Santos Laguna,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,3,True,1
1249,2014-08-02,2014,apertura,3,Puebla FC,América,0.0,4.0,FINISHED,4.0,-4.0,VISITANTE,openfootball,,,,,,,,,,,3,True,1
1250,2014-08-03,2014,apertura,3,Toluca,UNAM Pumas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,3,True,1
1251,2014-08-08,2014,apertura,4,Monarcas Morelia,Club Tijuana,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,4,True,1
1252,2014-08-08,2014,apertura,4,Veracruz,Monterrey,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,4,True,1
1253,2014-08-09,2014,apertura,4,Cruz Azul,Puebla FC,1.0,0.0,FINISHED,1.0,1.0,LOCAL,openfootball,,,,,,,,,,,4,True,1
1254,2014-08-09,2014,apertura,4,Jaguares de Chiapas,León,3.0,2.0,FINISHED,5.0,1.0,LOCAL,openfootball,,,,,,,,,,,4,True,1
1255,2014-08-09,2014,apertura,4,Pachuca,Chivas,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,4,True,1
1256,2014-08-09,2014,apertura,4,Santos Laguna,Querétaro,2.0,3.0,FINISHED,5.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,4,True,1
1257,2014-08-09,2014,apertura,4,Tigres UANL,América,0.0,2.0,FINISHED,2.0,-2.0,VISITANTE,openfootball,,,,,,,,,,,4,True,1
1258,2014-08-10,2014,apertura,4,Leones Negros,Toluca,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,4,True,1
1259,2014-08-10,2014,apertura,4,UNAM Pumas,Atlas,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,4,True,1
1260,2014-08-14,2014,apertura,5,León,UNAM Pumas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1261,2014-08-15,2014,apertura,5,Club Tijuana,Jaguares de Chiapas,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1262,2014-08-15,2014,apertura,5,Querétaro,Veracruz,0.0,0.0,FINISHED,0.0,0.0,EMPATE,openfootball,,,,,,,,,,,5,True,1
1263,2014-08-16,2014,apertura,5,América,Monarcas Morelia,3.0,2.0,FINISHED,5.0,1.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1264,2014-08-16,2014,apertura,5,Atlas,Leones Negros,1.0,0.0,FINISHED,1.0,1.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1265,2014-08-16,2014,apertura,5,Monterrey,Cruz Azul,3.0,1.0,FINISHED,4.0,2.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1266,2014-08-16,2014,apertura,5,Puebla FC,Tigres UANL,1.0,1.0,FINISHED,2.0,0.0,EMPATE,openfootball,,,,,,,,,,,5,True,1
1267,2014-08-17,2014,apertura,5,Chivas,Santos Laguna,0.0,1.0,FINISHED,1.0,-1.0,VISITANTE,openfootball,,,,,,,,,,,5,True,1
1268,2014-08-17,2014,apertura,5,Toluca,Pachuca,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,5,True,1
1269,2014-08-22,2014,apertura,6,Monarcas Morelia,Tigres UANL,1.0,5.0,FINISHED,6.0,-4.0,VISITANTE,openfootball,,,,,,,,,,,6,True,1
1270,2014-08-22,2014,apertura,6,Santos Laguna,Toluca,3.0,0.0,FINISHED,3.0,3.0,LOCAL,openfootball,,,,,,,,,,,6,True,1
1271,2014-08-23,2014,apertura,6,Cruz Azul,Querétaro,2.0,1.0,FINISHED,3.0,1.0,LOCAL,openfootball,,,,,,,,,,,6,True,1
